ticker,type,exchange,start_date,end_date,trading_days,file_format,last_close,avg_close,avg_volume,avg_dollar_volume,source,gcs_available,gcs_file,file_size_bytes
historical_data/PEBO,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PEBO.parquet,152099.0
historical_data/PENG,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PENG.parquet,98725.0
historical_data/PENN,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PENN.parquet,121435.0
historical_data/PERI,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PERI.parquet,108109.0
historical_data/PFL,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PFL.parquet,147867.0
historical_data/PFLT,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PFLT.parquet,155532.0
historical_data/PFN,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PFN.parquet,148487.0
historical_data/PFS,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PFS.parquet,156479.0
historical_data/PGEN,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PGEN.parquet,113774.0
historical_data/PGNY,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PGNY.parquet,75804.0
historical_data/PGRE,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PGRE.parquet,153092.0
historical_data/PHAT,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PHAT.parquet,72979.0
historical_data/PHIN,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PHIN.parquet,38933.0
historical_data/PHK,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PHK.parquet,150150.0
historical_data/PHR,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PHR.parquet,76160.0
historical_data/PHVS,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PHVS.parquet,54485.0
historical_data/PII,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PII.parquet,159884.0
historical_data/PINC,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PINC.parquet,155062.0
historical_data/PK,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PK.parquet,130926.0
historical_data/PKE,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PKE.parquet,151196.0
historical_data/PLAB,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PLAB.parquet,106476.0
historical_data/PLAY,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PLAY.parquet,152618.0
historical_data/PLOW,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PLOW.parquet,152817.0
historical_data/PLTK,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PLTK.parquet,72040.0
historical_data/PLUS,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PLUS.parquet,152569.0
historical_data/PLYM,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PLYM.parquet,121589.0
historical_data/PML,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PML.parquet,150372.0
historical_data/PMT,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PMT.parquet,157098.0
historical_data/PNNT,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PNNT.parquet,151646.0
historical_data/PNTG,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PNTG.parquet,73691.0
historical_data/POWI,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/POWI.parquet,156861.0
historical_data/PPT,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PPT.parquet,138732.0
historical_data/PRA,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PRA.parquet,149205.0
historical_data/PRAA,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PRAA.parquet,117112.0
historical_data/PRDO,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PRDO.parquet,150765.0
historical_data/PRG,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PRG.parquet,159496.0
historical_data/PRGO,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PRGO.parquet,160209.0
historical_data/PRGS,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PRGS.parquet,156220.0
historical_data/PRKS,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PRKS.parquet,134918.0
historical_data/PRLB,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PRLB.parquet,129141.0
historical_data/PRLD,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PRLD.parquet,60649.0
historical_data/PRM,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PRM.parquet,48284.0
historical_data/PRO,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PRO.parquet,120532.0
historical_data/PRSU,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PRSU.parquet,142222.0
historical_data/PRTA,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PRTA.parquet,128754.0
historical_data/PRVA,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PRVA.parquet,55216.0
historical_data/PSEC,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PSEC.parquet,155939.0
historical_data/PSFE,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PSFE.parquet,61903.0
historical_data/PSTL,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PSTL.parquet,93001.0
historical_data/PTA,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PTA.parquet,74151.0
historical_data/PTEN,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PTEN.parquet,160032.0
historical_data/PTLO,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PTLO.parquet,51119.0
historical_data/PTON,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PTON.parquet,77171.0
historical_data/PTY,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PTY.parquet,155292.0
historical_data/PUMP,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PUMP.parquet,93145.0
historical_data/PVH,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PVH.parquet,159936.0
historical_data/PWP,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PWP.parquet,74672.0
historical_data/PX,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PX.parquet,60988.0
historical_data/PZZA,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/PZZA.parquet,159779.0
historical_data/QD,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/QD.parquet,78422.0
historical_data/QDEL,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/QDEL.parquet,133669.0
historical_data/QFIN,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/QFIN.parquet,101918.0
historical_data/QNST,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/QNST.parquet,108598.0
historical_data/QTWO,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/QTWO.parquet,129035.0
historical_data/QUAD,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/QUAD.parquet,151556.0
historical_data/QURE,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/QURE.parquet,126065.0
historical_data/RA,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/RA.parquet,127193.0
historical_data/RAMP,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/RAMP.parquet,120963.0
historical_data/RARE,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/RARE.parquet,131957.0
historical_data/RBBN,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/RBBN.parquet,92187.0
historical_data/RC,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/RC.parquet,151525.0
historical_data/RCS,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/RCS.parquet,150222.0
historical_data/RCUS,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/RCUS.parquet,89471.0
historical_data/RDW,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/RDW.parquet,54363.0
historical_data/RDWR,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/RDWR.parquet,108901.0
historical_data/REAL,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/REAL.parquet,74121.0
historical_data/RELY,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/RELY.parquet,52343.0
historical_data/REPL,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/REPL.parquet,86330.0
historical_data/RERE,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/RERE.parquet,45449.0
historical_data/RES,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/RES.parquet,155940.0
historical_data/REVG,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/REVG.parquet,128696.0
historical_data/REX,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/REX.parquet,125671.0
historical_data/RGNX,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/RGNX.parquet,116615.0
historical_data/RHI,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/RHI.parquet,159954.0
historical_data/RIGL,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/RIGL.parquet,91302.0
historical_data/RLJ,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/RLJ.parquet,158221.0
historical_data/RLX,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/RLX.parquet,64767.0
historical_data/RNG,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/RNG.parquet,131599.0
historical_data/RNST,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/RNST.parquet,156077.0
historical_data/RNW,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/RNW.parquet,48599.0
historical_data/ROCK,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/ROCK.parquet,123063.0
historical_data/ROG,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/ROG.parquet,131307.0
historical_data/ROOT,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/ROOT.parquet,65448.0
historical_data/RQI,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/RQI.parquet,155292.0
historical_data/RSKD,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/RSKD.parquet,43706.0
historical_data/RUSHA,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/RUSHA.parquet,157510.0
historical_data/RVLV,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/RVLV.parquet,79008.0
historical_data/RVT,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/RVT.parquet,152948.0
historical_data/RWAY,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/RWAY.parquet,60217.0
historical_data/RWT,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/RWT.parquet,156449.0
historical_data/RXO,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/RXO.parquet,39605.0
historical_data/RXRX,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/RXRX.parquet,54483.0
historical_data/RXT,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/RXT.parquet,58557.0
historical_data/RYAM,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/RYAM.parquet,126450.0
historical_data/RYI,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/RYI.parquet,150039.0
historical_data/RYN,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/RYN.parquet,158227.0
historical_data/SA,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SA.parquet,102456.0
historical_data/SABR,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SABR.parquet,142207.0
historical_data/SAFE,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SAFE.parquet,154765.0
historical_data/SAH,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SAH.parquet,156126.0
historical_data/SANA,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SANA.parquet,56303.0
historical_data/SAR,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SAR.parquet,150106.0
historical_data/SB,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SB.parquet,141720.0
historical_data/SBCF,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SBCF.parquet,154923.0
historical_data/SBGI,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SBGI.parquet,158957.0
historical_data/SBH,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SBH.parquet,113172.0
historical_data/SBLK,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SBLK.parquet,156212.0
historical_data/SBSI,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SBSI.parquet,154378.0
historical_data/SCHL,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SCHL.parquet,154832.0
historical_data/SCL,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SCL.parquet,152842.0
historical_data/SCM,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SCM.parquet,151976.0
historical_data/SCS,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SCS.parquet,155594.0
historical_data/SCSC,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SCSC.parquet,107580.0
historical_data/SCVL,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SCVL.parquet,157818.0
historical_data/SD,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SD.parquet,130171.0
historical_data/SDGR,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SDGR.parquet,72818.0
historical_data/SDRL,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SDRL.parquet,41779.0
historical_data/SEDG,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SEDG.parquet,131686.0
historical_data/SEI,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SEI.parquet,124368.0
historical_data/SEM,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SEM.parquet,153657.0
historical_data/SEMR,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SEMR.parquet,54616.0
historical_data/SES,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SES.parquet,51833.0
historical_data/SFBS,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SFBS.parquet,155588.0
historical_data/SFIX,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SFIX.parquet,91782.0
historical_data/SFL,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SFL.parquet,154051.0
historical_data/SFNC,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SFNC.parquet,157148.0
historical_data/SG,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SG.parquet,52018.0
historical_data/SGRY,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SGRY.parquet,114957.0
historical_data/SHAK,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SHAK.parquet,131341.0
historical_data/SHBI,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SHBI.parquet,148211.0
historical_data/SHCO,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SHCO.parquet,46397.0
historical_data/SHEN,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SHEN.parquet,151647.0
historical_data/SHO,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SHO.parquet,156790.0
historical_data/SHOO,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SHOO.parquet,157489.0
historical_data/SID,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SID.parquet,144636.0
historical_data/SILA,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SILA.parquet,25275.0
historical_data/SIMO,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SIMO.parquet,158660.0
historical_data/SITC,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SITC.parquet,158746.0
historical_data/SJT,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SJT.parquet,151358.0
historical_data/SKE,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SKE.parquet,98745.0
historical_data/SKT,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SKT.parquet,159181.0
historical_data/SKWD,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SKWD.parquet,39221.0
historical_data/SKY,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SKY.parquet,137783.0
historical_data/SLDB,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SLDB.parquet,87758.0
historical_data/SLDP,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SLDP.parquet,49746.0
historical_data/SLG,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SLG.parquet,160980.0
historical_data/SLP,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SLP.parquet,151783.0
historical_data/SLQT,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SLQT.parquet,61050.0
historical_data/SLRC,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SLRC.parquet,152144.0
historical_data/SLVM,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SLVM.parquet,63568.0
historical_data/SM,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SM.parquet,160616.0
historical_data/SMG,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SMG.parquet,159038.0
historical_data/SMP,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SMP.parquet,153196.0
historical_data/SMWB,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SMWB.parquet,51535.0
historical_data/SNCY,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SNCY.parquet,58067.0
historical_data/SNDR,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SNDR.parquet,126575.0
historical_data/SNDX,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SNDX.parquet,105630.0
historical_data/SOC,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SOC.parquet,46840.0
historical_data/SON,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SON.parquet,158006.0
historical_data/SONO,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SONO.parquet,81575.0
historical_data/SOPH,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SOPH.parquet,44821.0
historical_data/SPB,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SPB.parquet,157144.0
historical_data/SPCE,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SPCE.parquet,89229.0
historical_data/SPH,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SPH.parquet,154384.0
historical_data/SPHR,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SPHR.parquet,72624.0
historical_data/SPIR,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SPIR.parquet,56761.0
historical_data/SPNS,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SPNS.parquet,151616.0
historical_data/SPNT,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SPNT.parquet,99279.0
historical_data/SPOK,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SPOK.parquet,150605.0
historical_data/SPSC,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SPSC.parquet,133016.0
historical_data/SRDX,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SRDX.parquet,113507.0
historical_data/SRPT,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SRPT.parquet,135430.0
historical_data/SRRK,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SRRK.parquet,88356.0
historical_data/SSTK,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SSTK.parquet,157589.0
historical_data/SSYS,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SSYS.parquet,115693.0
historical_data/STBA,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/STBA.parquet,153739.0
historical_data/STC,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/STC.parquet,154921.0
historical_data/STEL,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/STEL.parquet,114291.0
historical_data/STGW,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/STGW.parquet,107718.0
historical_data/STKL,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/STKL.parquet,98207.0
historical_data/STNG,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/STNG.parquet,158906.0
historical_data/STOK,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/STOK.parquet,77902.0
historical_data/STRA,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/STRA.parquet,154619.0
historical_data/SUPV,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SUPV.parquet,133477.0
historical_data/SVC,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SVC.parquet,157926.0
historical_data/SVRA,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SVRA.parquet,82173.0
historical_data/SVV,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SVV.parquet,32245.0
historical_data/SWBI,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SWBI.parquet,157346.0
historical_data/SWIM,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SWIM.parquet,53191.0
historical_data/SXC,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SXC.parquet,154956.0
historical_data/SXT,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SXT.parquet,156256.0
historical_data/SYBT,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SYBT.parquet,151724.0
historical_data/SYNA,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SYNA.parquet,133597.0
historical_data/SYRE,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/SYRE.parquet,95187.0
historical_data/TALO,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TALO.parquet,86393.0
historical_data/TARS,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TARS.parquet,63751.0
historical_data/TASK,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TASK.parquet,54052.0
historical_data/TBBB,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TBBB.parquet,26025.0
historical_data/TBBK,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TBBK.parquet,116065.0
historical_data/TBLA,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TBLA.parquet,45711.0
historical_data/TCBI,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TCBI.parquet,122561.0
historical_data/TCPC,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TCPC.parquet,152659.0
historical_data/TDC,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TDC.parquet,120552.0
historical_data/TDOC,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TDOC.parquet,126128.0
historical_data/TDUP,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TDUP.parquet,53881.0
historical_data/TDW,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TDW.parquet,151743.0
historical_data/TE,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TE.parquet,60369.0
historical_data/TEI,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TEI.parquet,147651.0
historical_data/TEN,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TEN.parquet,153487.0
historical_data/TENB,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TENB.parquet,86085.0
historical_data/TERN,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TERN.parquet,55762.0
historical_data/TEX,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TEX.parquet,159668.0
historical_data/TFIN,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TFIN.parquet,124273.0
historical_data/TFSL,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TFSL.parquet,153613.0
historical_data/TG,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TG.parquet,143904.0
historical_data/TGLS,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TGLS.parquet,152125.0
historical_data/TGNA,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TGNA.parquet,159141.0
historical_data/THQ,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/THQ.parquet,153045.0
historical_data/THR,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/THR.parquet,106367.0
historical_data/THRM,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/THRM.parquet,118373.0
historical_data/THS,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/THS.parquet,127038.0
historical_data/THW,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/THW.parquet,145289.0
historical_data/TIGR,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TIGR.parquet,70137.0
historical_data/TILE,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TILE.parquet,155652.0
historical_data/TITN,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TITN.parquet,111447.0
historical_data/TIXT,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TIXT.parquet,63015.0
historical_data/TK,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TK.parquet,150927.0
historical_data/TLRY,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TLRY.parquet,82862.0
historical_data/TMC,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TMC.parquet,44263.0
historical_data/TMCI,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TMCI.parquet,56907.0
historical_data/TNET,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TNET.parquet,156678.0
historical_data/TNK,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TNK.parquet,149672.0
historical_data/TOWN,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TOWN.parquet,153451.0
historical_data/TPB,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TPB.parquet,137156.0
historical_data/TPC,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TPC.parquet,112949.0
historical_data/TPH,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TPH.parquet,115519.0
historical_data/TR,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TR.parquet,157065.0
historical_data/TREE,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TREE.parquet,135242.0
historical_data/TRIN,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TRIN.parquet,71564.0
historical_data/TRIP,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TRIP.parquet,141562.0
historical_data/TRMD,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TRMD.parquet,99428.0
historical_data/TRMK,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TRMK.parquet,156082.0
historical_data/TRML,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TRML.parquet,29465.0
historical_data/TRN,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TRN.parquet,159944.0
historical_data/TROX,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TROX.parquet,159087.0
historical_data/TRS,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TRS.parquet,150207.0
historical_data/TRST,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TRST.parquet,147617.0
historical_data/TRTX,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TRTX.parquet,120133.0
historical_data/TSHA,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TSHA.parquet,57696.0
historical_data/TSLX,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TSLX.parquet,155212.0
historical_data/TTGT,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TTGT.parquet,120709.0
historical_data/TTI,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TTI.parquet,107667.0
historical_data/TUYA,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TUYA.parquet,64140.0
historical_data/TV,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TV.parquet,154309.0
historical_data/TWI,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TWI.parquet,138236.0
historical_data/TWO,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TWO.parquet,156448.0
historical_data/TWST,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TWST.parquet,88151.0
historical_data/TXG,us_equity,US,,,,parquet,,,,,gcs,True,historical_data/TXG.parquet,80927.0
