timestamp,open,high,low,close,volume
1375920000000,1693.064,1700.297,1688.087,1695.573,35.73
1376006400000,1695.573,1699.097,1689.263,1694.065,26.52
1376265600000,1682.178,1691.198,1678.361,1689.767,1.3481
1376352000000,1689.797,1697.177,1682.182,1693.37,2.0357
1376438400000,1693.185,1695.664,1679.57,1680.374,2.0831
1376524800000,1680.371,1684.198,1656.965,1660.073,2.2888
1376611200000,1659.992,1664.199,1652.181,1652.867,1.9581
1376784000000,1652.994,1655.097,1651.872,1654.573,0.0409
1376870400000,1654.589,1659.069,1644.57,1646.87,1.7942
1376956800000,1646.872,1658.462,1643.362,1652.9,1.7842
1377043200000,1652.865,1656.99,1634.483,1634.961,2.2129
1377129600000,1634.97,1659.998,1633.962,1658.99,1.6761
1377216000000,1658.997,1664.987,1653.161,1663.675,1.5574
1377475200000,1663.489,1667.7,1661.961,1662.692,0.2406
1377561600000,1647.988,1648.195,1628.692,1629.674,1.5033
1377648000000,1629.679,1641.173,1627.474,1632.364,1.7986
1377734400000,1632.376,1646.5,1629.879,1640.485,2.0559
1377820800000,1640.47,1646.697,1627.465,1633.964,2.8979
1378080000000,1642.198,1650.199,1641.663,1647.166,0.5389
1378166400000,1647.165,1651.661,1632.687,1638.661,2.1881
1378252800000,1638.693,1656.498,1636.473,1655.969,1.6114
1378339200000,1655.982,1659.471,1651.663,1655.176,1.6432
1378425600000,1655.198,1664.878,1639.868,1655.174,2.0297
1378598400000,1654.179,1658.871,1653.874,1657.662,0.0476
1378684800000,1657.689,1672.991,1655.685,1672.583,2.0438
1378771200000,1672.621,1683.799,1669.812,1681.702,2.5772
1378857600000,1681.867,1690.187,1678.223,1688.338,2.2945
1378944000000,1688.433,1689.691,1681.388,1685.662,2.0037
1379030400000,1685.689,1690.482,1680.662,1689.993,1.7239
1379203200000,1703.475,1710.388,1701.971,1706.475,0.1731
1379289600000,1706.464,1709.299,1694.671,1695.188,2.2933
1379376000000,1695.186,1706.199,1694.361,1705.374,1.374
1379462400000,1705.389,1729.729,1699.867,1725.982,2.2516
1379548800000,1726.011,1733.116,1719.604,1721.801,2.1822
1379635200000,1721.954,1725.495,1710.776,1711.375,2.2292
1379808000000,1712.263,1713.293,1708.107,1708.475,0.041
1379894400000,1708.306,1713.997,1696.127,1699.281,2.2811
1379980800000,1699.108,1707.489,1694.319,1697.636,2.3969
1380067200000,1697.761,1701.438,1691.289,1693.879,2.6001
1380153600000,1693.723,1703.809,1692.724,1700.858,2.2232
1380240000000,1700.981,1700.986,1686.601,1688.629,1.2087
1380499200000,1682.352,1684.657,1674.687,1682.664,1.97
1380585600000,1681.992,1695.996,1681.867,1694.083,3.688
1380758400000,1691.55,1691.55,1670.041,1674.096,2.518
1380844800000,1678.237,1691.665,1676.983,1690.168,4.124
1381104000000,1690.276,1690.276,1674.36,1675.838,4.316
1381190400000,1675.875,1676.484,1654.855,1654.855,4.252
1381276800000,1655.167,1661.63,1645.562,1655.598,4.546
1381363200000,1655.686,1692.343,1655.505,1692.061,6.062
1381449600000,1690.362,1703.372,1688.512,1703.193,5.842
1381968000000,1721.532,1729.251,1714.111,1726.752,3.882
1382054400000,1726.742,1741.201,1726.612,1738.501,2.884
1382313600000,1744.491,1747.782,1740.661,1744.652,5.448
1382400000000,1744.652,1759.322,1742.183,1751.571,2.7243
1382486400000,1751.582,1758.152,1740.492,1746.233,5.996
1382572800000,1746.222,1748.382,1742.502,1746.372,4.024
1382918400000,1754.565,1765.471,1754.513,1761.986,2.7514
1383004800000,1761.987,1773.49,1759.69,1771.692,5.3895
1383091200000,1771.69,1777.982,1756.666,1759.287,6.0637
1383177600000,1759.574,1768.579,1755.296,1758.873,6.5539
1383264000000,1758.882,1765.648,1752.577,1759.287,6.4754
1383523200000,1759.764,1768.794,1759.559,1768.058,6.9444
1383609600000,1768.075,1768.795,1755.584,1760.464,6.4799
1383696000000,1760.494,1773.683,1760.494,1766.093,2.2062
1383782400000,1766.069,1777.767,1746.072,1749.09,6.3323
1383868800000,1749.068,1771.084,1740.057,1768.663,6.2148
1384128000000,1767.968,1773.494,1766.159,1770.974,6.0307
1384214400000,1770.981,1772.996,1761.959,1767.475,8.9974
1384300800000,1767.376,1785.962,1757.172,1785.491,7.1541
1384387200000,1785.357,1791.495,1780.188,1789.69,6.4395
1384473600000,1789.588,1798.584,1789.359,1796.372,6.14
1384732800000,1795.894,1802.375,1787.968,1791.359,3.5774
1384819200000,1791.387,1795.959,1784.467,1790.492,5.2072
1384905600000,1790.379,1795.708,1776.968,1781.978,6.924
1384992000000,1781.966,1797.137,1777.663,1796.26,4.9558
1385078400000,1796.279,1804.724,1793.257,1802.466,4.8357
1385337600000,1807.787,1810.288,1799.966,1803.363,6.2923
1385424000000,1803.561,1808.405,1800.567,1802.564,6.7398
1385510400000,1802.573,1808.394,1802.259,1807.166,6.6345
1385596800000,1807.258,1810.871,1806.359,1808.66,1.2616
1385683200000,1808.686,1813.506,1804.003,1805.176,3.7036
1385942400000,1806.689,1809.996,1798.377,1801.581,6.5327
1386028800000,1801.583,1802.591,1788.853,1792.659,6.7024
1386115200000,1792.671,1800.196,1778.661,1792.969,2.5097
1386201600000,1792.659,1795.079,1783.147,1785.481,6.3454
1386288000000,1785.491,1806.019,1784.412,1805.683,4.0218
1386547200000,1807.692,1811.683,1805.014,1809.662,5.7675
1386633600000,1809.667,1811.692,1801.479,1805.458,6.5896
1386720000000,1805.48,1808.198,1779.676,1781.464,7.1709
1386806400000,1781.464,1783.695,1771.678,1774.16,6.6602
1386892800000,1774.175,1782.698,1771.664,1774.67,6.1804
1387152000000,1775.666,1792.204,1760.966,1784.687,7.0425
1387238400000,1784.694,1788.692,1776.465,1779.964,6.3712
1387324800000,1779.965,1812.498,1767.465,1810.975,6.3883
1387411200000,1810.975,1810.992,1801.143,1808.489,6.0516
1387497600000,1808.475,1823.591,1808.458,1822.463,6.3978
1387756800000,1824.979,1829.555,1817.856,1827.774,5.7495
1387843200000,1827.77,1834.665,1825.756,1834.463,3.035
1388016000000,1833.296,1842.978,1833.296,1840.279,5.0262
1388102400000,1840.284,1844.607,1838.259,1841.595,4.8082
1388361600000,1841.296,1843.297,1838.568,1840.062,4.8931
1388448000000,1840.096,1849.294,1839.258,1848.332,5.0768
1388534400000,1848.33,1848.33,1848.33,1848.33,0.002
1388620800000,1842.58,1845.496,1828.371,1832.859,4.6887
1388707200000,1832.876,1838.138,1825.665,1828.995,5.7293
1388966400000,1832.478,1837.695,1822.964,1826.468,5.9374
1389052800000,1826.481,1840.481,1825.96,1835.986,5.3685
1389139200000,1835.894,1839.971,1831.17,1835.981,6.5858
1389225600000,1835.957,1844.185,1829.942,1838.18,6.676
1389312000000,1838.161,1847.481,1831.689,1843.494,2.2902
1389571200000,1843.288,1843.392,1814.977,1821.181,6.7872
1389657600000,1821.181,1839.47,1818.161,1838.49,7.1008
1389744000000,1838.497,1850.826,1836.967,1847.686,6.2893
1389830400000,1847.666,1848.997,1840.258,1841.98,4.7177
1389916800000,1841.99,1848.494,1835.157,1839.681,4.8047
1390176000000,1840.158,1840.496,1835.98,1839.671,0.6158
1390262400000,1839.66,1849.688,1831.985,1841.466,6.2394
1390348800000,1841.483,1848.291,1840.86,1844.831,6.0625
1390435200000,1844.833,1844.846,1820.062,1828.446,5.622
1390521600000,1828.434,1828.438,1790.271,1790.271,6.94
1390780800000,1790.261,1795.965,1772.858,1781.541,36.778
1390867200000,1781.535,1793.848,1780.534,1792.483,66.14
1390953600000,1792.473,1792.473,1770.954,1774.18,68.5
1391040000000,1774.172,1798.741,1774.172,1794.165,57.36
1391126400000,1794.175,1794.175,1772.25,1782.563,59.9
1391385600000,1782.566,1784.77,1739.643,1741.867,68.28
1391472000000,1741.87,1758.704,1741.87,1755.184,50.36
1391558400000,1755.175,1755.77,1737.9,1751.611,56.76
1391731200000,1767.394,1798.19,1766.857,1797.178,40.1005
1391990400000,1796.184,1800.671,1790.66,1799.485,28.7692
1392076800000,1799.575,1824.159,1799.566,1816.673,12.5386
1392163200000,1816.68,1826.696,1815.171,1818.686,36.5963
1392249600000,1818.664,1830.226,1805.667,1826.993,41.8026
1392336000000,1826.97,1841.63,1819.463,1838.194,39.8109
1392595200000,1838.584,1843.491,1835.162,1839.657,0.4427
1392681600000,1839.678,1842.894,1834.693,1837.257,1.9891
1392768000000,1837.595,1847.496,1826.465,1829.965,2.652
1392854400000,1829.988,1842.965,1820.167,1839.193,2.3662
1392940800000,1839.179,1846.681,1835.695,1836.689,2.3244
1393200000000,1837.673,1858.996,1832.166,1847.496,2.3498
1393286400000,1847.579,1853.195,1839.688,1849.189,2.7817
1393372800000,1849.193,1855.182,1839.966,1844.974,38.6964
1393459200000,1844.978,1857.493,1834.485,1854.957,38.5599
1393545600000,1854.994,1867.994,1847.479,1861.979,42.1344
1393804800000,1843.977,1851.194,1834.187,1846.496,48.5682
1393891200000,1846.196,1876.473,1843.838,1871.287,28.4576
1393977600000,1871.263,1876.886,1869.359,1873.667,2.3655
1394064000000,1873.664,1882.18,1872.958,1878.458,2.421
1394150400000,1878.481,1888.174,1870.168,1878.377,6.8536
1394409600000,1875.198,1879.691,1866.669,1876.764,9.6799
1394496000000,1876.97,1882.114,1862.16,1863.693,30.2103
1394582400000,1864.194,1869.475,1853.961,1869.358,28.1728
1394668800000,1869.377,1874.331,1842.68,1847.672,13.0155
1394755200000,1847.672,1852.633,1838.963,1839.492,21.0523
1395014400000,1837.169,1862.482,1836.564,1858.178,2.3941
1395100800000,1858.171,1873.683,1852.465,1871.662,4.3599
1395187200000,1871.674,1873.995,1848.994,1860.185,22.2982
1395273600000,1860.181,1873.789,1851.668,1871.782,2.937
1395360000000,1871.782,1884.087,1862.96,1865.984,31.1613
1395619200000,1864.971,1873.219,1848.657,1858.478,15.3451
1395705600000,1858.47,1871.727,1855.266,1869.485,19.2743
1395792000000,1869.467,1875.773,1849.179,1852.18,19.8281
1395878400000,1852.386,1855.386,1841.185,1850.193,3.0787
1395964800000,1850.182,1866.663,1848.975,1857.478,18.0781
1396224000000,1864.977,1875.157,1862.46,1871.182,2.3051
1396310400000,1870.96,1885.967,1869.657,1884.869,43.8544
1396396800000,1884.895,1893.267,1883.357,1888.761,2.1893
1396483200000,1888.762,1894.481,1882.573,1891.576,2.0538
1396569600000,1891.597,1899.282,1862.674,1868.496,32.8622
1396828800000,1865.174,1866.994,1841.458,1847.492,36.0519
1396915200000,1847.48,1855.167,1837.191,1852.097,19.451
1397001600000,1851.875,1873.694,1850.057,1873.165,36.0337
1397088000000,1873.08,1873.497,1830.163,1834.072,9.615
1397174400000,1834.07,1838.096,1813.696,1817.679,6.4943
1397433600000,1813.868,1834.196,1812.683,1831.169,8.6034
1397520000000,1831.166,1850.695,1816.193,1847.683,3.5485
1397606400000,1847.661,1862.187,1847.48,1855.668,2.4216
1397692800000,1855.659,1869.479,1853.658,1863.982,1.908
1398038400000,1868.173,1871.995,1862.96,1871.161,1.0274
1398124800000,1871.077,1884.986,1867.162,1879.475,2.0838
1398211200000,1879.777,1886.479,1873.777,1884.658,42.1352
1398297600000,1884.577,1888.187,1869.658,1878.39,2.2984
1398384000000,1878.273,1879.696,1858.758,1865.771,2.4207
1398643200000,1866.291,1877.286,1850.174,1872.971,3.029
1398729600000,1872.974,1880.978,1871.16,1875.269,2.2981
1398816000000,1874.975,1885.959,1871.975,1885.161,2.3423
1398902400000,1885.168,1888.496,1877.464,1884.196,1.8412
1398988800000,1884.492,1891.491,1877.965,1879.481,2.5889
1399248000000,1880.69,1885.664,1866.469,1883.191,2.0897
1399334400000,1883.18,1887.195,1867.662,1868.983,5.2948
1399420800000,1868.958,1880.459,1859.958,1877.478,3.1971
1399507200000,1877.463,1888.994,1869.46,1873.483,10.0558
1399593600000,1873.685,1878.595,1866.779,1878.572,41.1058
1399852800000,1880.262,1897.988,1879.558,1897.676,5.1796
1399939200000,1897.662,1902.185,1895.976,1897.981,2.4364
1400025600000,1897.993,1900.982,1885.658,1887.976,15.0994
1400112000000,1887.971,1891.69,1862.156,1870.478,46.5172
1400198400000,1870.492,1878.485,1864.175,1877.97,2.5573
1400371200000,1879.478,1880.198,1878.969,1878.969,0.0644
1400457600000,1878.981,1885.696,1868.672,1883.169,9.786
1400544000000,1882.993,1887.188,1867.663,1869.964,29.3916
1400630400000,1869.966,1889.186,1869.26,1886.973,7.9999
1400716800000,1886.963,1896.188,1885.464,1892.67,2.2123
1400803200000,1892.883,1901.476,1891.957,1899.674,1.5053
1400976000000,1900.486,1901.983,1899.958,1900.181,0.0382
1401062400000,1900.178,1906.995,1899.457,1904.697,0.504
1401148800000,1904.972,1912.196,1904.46,1911.196,1.8153
1401235200000,1911.18,1915.895,1906.674,1910.788,2.4899
1401321600000,1910.759,1919.967,1909.456,1918.469,23.7259
1401408000000,1918.484,1923.959,1916.156,1920.868,2.2283
1401580800000,1923.385,1923.87,1921.857,1922.387,0.0497
1401667200000,1922.362,1925.894,1915.358,1922.562,2.7046
1401753600000,1922.576,1925.183,1917.884,1923.874,8.2772
1401840000000,1923.887,1928.272,1917.671,1927.062,2.0744
1401926400000,1927.072,1941.981,1922.575,1940.375,3.0235
1402012800000,1940.073,1950.398,1939.559,1950.37,37.9526
1402185600000,1950.684,1950.687,1949.358,1949.689,0.0801
1402272000000,1949.658,1955.493,1946.89,1950.095,2.4702
1402358400000,1950.188,1952.971,1943.978,1950.494,2.594
1402444800000,1950.497,1950.698,1939.674,1944.985,2.4762
1402531200000,1944.791,1948.267,1925.468,1929.495,2.5792
1402617600000,1929.487,1937.491,1926.971,1936.295,1.8053
1402790400000,1935.686,1936.283,1929.458,1930.79,0.071
1402876800000,1930.786,1941.291,1927.268,1937.691,4.4009
1402963200000,1937.783,1943.49,1931.696,1941.472,2.9853
1403049600000,1941.478,1958.467,1937.884,1956.992,2.8888
1403136000000,1956.965,1960.482,1951.987,1956.961,2.6322
1403222400000,1956.962,1964.462,1956.17,1962.193,2.452
1403395200000,1961.185,1962.497,1961.162,1962.489,0.026
1403481600000,1962.578,1967.983,1958.467,1959.887,2.4535
1403568000000,1959.593,1968.182,1948.158,1950.674,2.9672
1403654400000,1950.667,1960.958,1945.67,1957.194,3.0712
1403740800000,1957.197,1959.882,1943.858,1956.37,3.1638
1403827200000,1956.37,1961.591,1950.377,1959.094,43.6642
1404000000000,1959.073,1961.397,1958.993,1960.884,0.0362
1404086400000,1961.065,1964.379,1955.861,1962.271,2.6963
1404172800000,1962.29,1978.991,1961.058,1973.587,2.8795
1404259200000,1973.574,1977.162,1971.857,1974.459,2.3078
1404345600000,1974.192,1985.477,1973.467,1984.165,3.7573
1404432000000,1984.189,1984.189,1981.994,1982.972,0.479
1404604800000,1983.164,1984.197,1983.161,1984.196,0.0332
1404691200000,1984.08,1984.696,1974.181,1976.462,2.2733
1404777600000,1976.166,1976.689,1959.172,1966.485,14.9913
1404864000000,1966.676,1974.497,1964.968,1973.467,5.5341
1404950400000,1973.388,1973.992,1951.669,1963.488,3.0754
1405036800000,1963.663,1969.494,1958.979,1968.494,11.8813
1405209600000,1968.469,1970.979,1968.457,1969.673,0.0439
1405296000000,1969.681,1979.794,1969.675,1976.775,3.4287
1405382400000,1976.788,1982.257,1964.687,1973.989,16.8583
1405468800000,1973.661,1983.692,1972.958,1977.662,2.9169
1405555200000,1977.686,1981.98,1948.472,1954.69,4.9333
1405641600000,1954.479,1979.975,1953.659,1977.167,3.2755
1405814400000,1976.18,1977.193,1975.661,1977.161,0.0451
1405900800000,1977.161,1977.198,1964.964,1971.883,3.2996
1405987200000,1971.868,1986.394,1971.864,1979.897,3.3399
1406073600000,1979.859,1989.386,1979.662,1987.175,10.0976
1406160000000,1987.162,1991.696,1982.878,1984.557,2.9579
1406246400000,1984.58,1986.397,1973.864,1976.982,17.3594
1406419200000,1977.38,1978.176,1972.477,1973.99,0.0539
1406505600000,1973.961,1981.692,1966.661,1978.961,3.0489
1406592000000,1978.996,1985.197,1967.467,1969.691,3.1211
1406678400000,1969.687,1979.189,1961.962,1969.085,7.7849
1406764800000,1969.066,1969.597,1930.648,1930.653,39.7466
1406851200000,1925.067,1937.395,1915.579,1923.588,2.6304
1407024000000,1924.96,1928.078,1924.857,1926.083,0.0533
1407110400000,1926.071,1942.596,1920.074,1936.59,2.6914
1407196800000,1936.872,1938.38,1912.974,1920.176,2.7991
1407283200000,1920.493,1928.182,1907.963,1920.566,2.5407
1407369600000,1920.558,1930.065,1904.169,1910.179,3.0144
1407456000000,1910.167,1932.489,1894.959,1928.166,2.4757
1407628800000,1929.991,1933.258,1929.774,1931.582,0.047
1407715200000,1931.593,1944.789,1928.259,1937.773,2.0882
1407801600000,1937.758,1942.293,1927.596,1935.167,2.2616
1407888000000,1934.961,1949.69,1934.164,1947.669,1.7106
1407974400000,1947.688,1958.16,1945.477,1955.696,1.6794
1408060800000,1955.968,1964.18,1940.676,1955.963,2.4305
1408233600000,1963.195,1964.488,1961.469,1962.487,0.0398
1408320000000,1962.178,1972.466,1960.164,1971.677,1.2211
1408406400000,1971.973,1982.299,1971.664,1979.274,1.0593
1408492800000,1979.29,1988.468,1975.763,1987.282,1.3268
1408579200000,1987.172,1994.463,1983.274,1992.688,1.2694
1408665600000,1992.382,1993.898,1983.224,1990.862,3.1266
1408924800000,1992.365,2001.916,1991.36,1997.482,2.0241
1409011200000,1997.685,2004.917,1994.062,2000.569,2.2535
1409097600000,2000.797,2002.294,1994.938,1998.875,1.8853
1409184000000,1998.675,2001.395,1988.785,2000.173,5.3719
1409270400000,2000.296,2005.653,1994.377,2000.281,24.6857
1409443200000,2000.481,2001.9,2000.481,2001.498,0.2055
1409529600000,2001.898,2003.1,1999.086,2002.583,3.1281
1409616000000,2002.899,2008.1,1994.661,2001.875,13.5821
1409702400000,2002.075,2012.591,1997.823,1999.837,10.5863
1409788800000,1999.661,2011.398,1992.34,2000.979,7.5031
1409875200000,1999.404,2008.501,1989.818,2008.485,6.5913
1410048000000,2006.549,2007.86,2005.674,2007.399,0.2174
1410134400000,2007.594,2007.909,1995.307,2001.177,18.3896
1410220800000,2001.606,2004.612,1984.361,1988.467,12.203
1410307200000,1988.661,1996.993,1982.497,1994.698,13.5827
1410393600000,1994.485,1999.69,1985.468,1997.498,14.7112
1410480000000,1997.192,1998.699,1979.961,1984.666,14.3893
1410652800000,1972.186,1980.191,1972.186,1977.683,1.1026
1410739200000,1977.996,1987.196,1977.484,1984.978,18.9255
1410825600000,1984.664,2002.658,1978.651,1999.662,11.9584
1410912000000,1999.864,2012.565,1993.374,2001.679,27.2483
1410998400000,2001.473,2016.987,2001.157,2014.987,14.9047
1411084800000,2015.185,2022.185,2006.182,2009.155,35.1548
1411344000000,2010.68,2010.698,1990.458,1992.472,38.009
1411430400000,1992.883,1995.586,1975.952,1980.883,41.5335
1411516800000,1980.634,2000.076,1978.362,1998.835,29.0934
1411603200000,1998.553,1999.092,1965.562,1971.158,44.8513
1411689600000,1971.364,1986.624,1964.179,1983.162,78.3707
1411862400000,1981.696,1981.9,1979.148,1979.173,2.0819
1411948800000,1979.694,1984.633,1963.139,1976.687,82.519
1412035200000,1976.892,1985.885,1967.511,1968.831,87.5121
1412121600000,1968.583,1974.475,1941.146,1948.181,124.163
1412208000000,1948.184,1952.576,1925.047,1946.321,155.2317
1412294400000,1946.581,1971.594,1946.361,1967.464,82.9734
1412467200000,1967.679,1971.503,1967.473,1970.689,0.4381
1412553600000,1970.693,1978.193,1957.308,1961.339,22.0768
1412640000000,1961.688,1963.496,1931.083,1935.079,10.519
1412726400000,1935.384,1970.59,1924.513,1966.31,42.2921
1412812800000,1966.283,1975.083,1920.347,1923.669,61.0956
1412899200000,1923.703,1937.594,1899.327,1900.17,46.4463
1413072000000,1895.079,1897.548,1886.663,1892.24,2.5781
1413158400000,1892.053,1911.796,1869.552,1877.561,80.3114
1413244800000,1877.385,1898.498,1870.956,1887.463,29.9326
1413331200000,1887.589,1888.198,1819.498,1853.295,21.4805
1413417600000,1853.385,1875.999,1821.955,1862.991,108.7515
1413504000000,1862.679,1898.099,1857.468,1887.978,48.5459
1413676800000,1890.98,1900.129,1890.98,1896.589,2.4052
1413763200000,1896.498,1910.961,1878.729,1904.676,51.6534
1413849600000,1904.794,1946.391,1892.554,1943.173,38.9062
1413936000000,1943.07,1950.098,1927.022,1932.479,43.1902
1414022400000,1932.592,1962.587,1928.763,1953.379,35.6717
1414281600000,1966.666,1969.523,1966.162,1969.099,1.069
1414368000000,1968.995,1972.39,1950.912,1963.668,36.8913
1414454400000,1963.995,1986.499,1962.663,1980.963,8.725
1414540800000,1981.198,1991.293,1967.969,1976.062,5.8945
1414627200000,1976.34,2000.385,1964.879,1995.389,8.5595
1414713600000,1995.314,2022.379,1992.984,2014.783,6.5048
1414886400000,2014.761,2017.769,2014.569,2016.577,0.0997
1414972800000,2016.771,2024.588,2012.563,2014.599,2.9412
1415059200000,2014.797,2019.097,2000.769,2011.092,3.3149
1415145600000,2009.371,2027.096,2009.371,2021.888,13.408
1415232000000,2021.972,2033.87,2015.093,2032.378,29.8292
1415318400000,2032.478,2037.06,2024.371,2029.776,9.1684
1415491200000,2029.388,2031.857,2028.561,2031.563,0.3555
1415577600000,2031.46,2039.593,2025.598,2035.967,14.012
1415664000000,2036.146,2043.596,2035.88,2039.712,10.6051
1415750400000,2038.688,2041.887,2031.493,2038.435,12.6803
1415836800000,2037.653,2048.379,2031.587,2039.577,16.5123
1415923200000,2039.787,2044.396,2034.973,2041.47,12.9215
1416096000000,2040.689,2042.882,2037.699,2038.184,0.1116
1416182400000,2037.985,2044.091,2028.965,2042.562,10.6636
1416268800000,2041.434,2057.868,2039.559,2051.374,9.1449
