date,open,high,low,close,volume
2019-01-02,22.229999542236328,22.229999542236328,22.229999542236328,22.229999542236328,0
2019-01-03,21.899999618530273,21.899999618530273,21.899999618530273,21.899999618530273,0
2019-01-04,22.530000686645508,22.530000686645508,22.530000686645508,22.530000686645508,0
2019-01-07,22.670000076293945,22.670000076293945,22.670000076293945,22.670000076293945,0
2019-01-08,22.68000030517578,22.68000030517578,22.68000030517578,22.68000030517578,0
2019-01-09,23.149999618530273,23.149999618530273,23.149999618530273,23.149999618530273,0
2019-01-10,23.260000228881836,23.260000228881836,23.260000228881836,23.260000228881836,0
2019-01-11,23.190000534057617,23.190000534057617,23.190000534057617,23.190000534057617,0
2019-01-14,23.0,23.0,23.0,23.0,0
2019-01-15,23.270000457763672,23.270000457763672,23.270000457763672,23.270000457763672,0
2019-01-16,23.450000762939453,23.450000762939453,23.450000762939453,23.450000762939453,0
2019-01-17,23.610000610351562,23.610000610351562,23.610000610351562,23.610000610351562,0
2019-01-18,23.790000915527344,23.790000915527344,23.790000915527344,23.790000915527344,0
2019-01-22,23.389999389648438,23.389999389648438,23.389999389648438,23.389999389648438,0
2019-01-23,23.520000457763672,23.520000457763672,23.520000457763672,23.520000457763672,0
2019-01-24,23.700000762939453,23.700000762939453,23.700000762939453,23.700000762939453,0
2019-01-25,24.049999237060547,24.049999237060547,24.049999237060547,24.049999237060547,0
2019-01-28,24.020000457763672,24.020000457763672,24.020000457763672,24.020000457763672,0
2019-01-29,24.0,24.0,24.0,24.0,0
2019-01-30,24.229999542236328,24.229999542236328,24.229999542236328,24.229999542236328,0
2019-01-31,24.450000762939453,24.450000762939453,24.450000762939453,24.450000762939453,0
2019-02-01,24.489999771118164,24.489999771118164,24.489999771118164,24.489999771118164,0
2019-02-04,24.530000686645508,24.530000686645508,24.530000686645508,24.530000686645508,0
2019-02-05,24.729999542236328,24.729999542236328,24.729999542236328,24.729999542236328,0
2019-02-06,24.59000015258789,24.59000015258789,24.59000015258789,24.59000015258789,0
2019-02-07,24.290000915527344,24.290000915527344,24.290000915527344,24.290000915527344,0
2019-02-08,24.260000228881836,24.260000228881836,24.260000228881836,24.260000228881836,0
2019-02-11,24.280000686645508,24.280000686645508,24.280000686645508,24.280000686645508,0
2019-02-12,24.530000686645508,24.530000686645508,24.530000686645508,24.530000686645508,0
2019-02-13,24.489999771118164,24.489999771118164,24.489999771118164,24.489999771118164,0
2019-02-14,24.530000686645508,24.530000686645508,24.530000686645508,24.530000686645508,0
2019-02-15,24.489999771118164,24.489999771118164,24.489999771118164,24.489999771118164,0
2019-02-19,24.479999542236328,24.479999542236328,24.479999542236328,24.479999542236328,0
2019-02-20,24.700000762939453,24.700000762939453,24.700000762939453,24.700000762939453,0
2019-02-21,24.690000534057617,24.690000534057617,24.690000534057617,24.690000534057617,0
2019-02-22,25.020000457763672,25.020000457763672,25.020000457763672,25.020000457763672,0
2019-02-25,25.229999542236328,25.229999542236328,25.229999542236328,25.229999542236328,0
2019-02-26,25.18000030517578,25.18000030517578,25.18000030517578,25.18000030517578,0
2019-02-27,25.139999389648438,25.139999389648438,25.139999389648438,25.139999389648438,0
2019-02-28,24.93000030517578,24.93000030517578,24.93000030517578,24.93000030517578,0
2019-03-01,24.979999542236328,24.979999542236328,24.979999542236328,24.979999542236328,0
2019-03-04,24.90999984741211,24.90999984741211,24.90999984741211,24.90999984741211,0
