open,high,low,close,volume,date
17.8,18.28,17.55,17.92,17345900,2024-08-09
18.36,18.79,18.106,18.54,18899100,2024-08-12
18.78,18.84,18.36,18.41,12907000,2024-08-13
18.73,19.059999,18.57,18.65,13613600,2024-08-14
19.32,20.07,19.135,19.55,23025900,2024-08-15
19.51,20.040001,19.4,19.98,14101700,2024-08-16
19.935,20.31,19.81,20.28,11372200,2024-08-19
20.36,20.43,19.69,19.83,10363700,2024-08-20
19.73,20.205,19.52,20.18,9837100,2024-08-21
20.14,20.37,19.85,19.89,7417900,2024-08-22
20.062,21.21,20.0,21.12,13294500,2024-08-23
21.12,21.16,20.79,20.96,10676300,2024-08-26
20.8,21.54,20.59,21.36,8052600,2024-08-27
21.15,21.199,20.0,20.32,10959700,2024-08-28
20.4,20.655,20.09,20.17,7621500,2024-08-29
20.38,20.4,19.835,20.12,11026200,2024-08-30
19.755,19.965,19.21,19.37,11353500,2024-09-03
19.01,19.61,18.811,19.11,9923300,2024-09-04
19.0,19.68,18.84,19.67,11493500,2024-09-05
19.74,20.24,18.71,18.94,12834200,2024-09-06
19.21,19.83,19.040001,19.66,10350600,2024-09-09
19.6,19.739,18.825,19.7,10336500,2024-09-10
19.58,20.795,19.54,20.64,12396200,2024-09-11
20.83,21.735,20.67,21.64,13536100,2024-09-12
21.695,22.43,21.61,22.07,11931600,2024-09-13
21.704,22.535,21.5,22.21,8155600,2024-09-16
22.545,22.93,22.4,22.64,8636600,2024-09-17
22.7,23.495,22.34,22.95,13807200,2024-09-18
23.936,24.059999,22.74,22.81,14118900,2024-09-19
22.81,22.955,22.31,22.73,22849800,2024-09-20
22.782,23.325,22.623,22.7,11694200,2024-09-23
22.68,22.85,22.252,22.77,7446100,2024-09-24
22.58,22.82,22.335,22.39,4989400,2024-09-25
22.78,22.88,22.19,22.43,9350700,2024-09-26
22.55,23.98,22.411,23.89,18021300,2024-09-27
23.97,24.13,23.08,23.42,10101300,2024-09-30
23.4,23.46,22.28,22.33,11467400,2024-10-01
22.42,23.18,22.33,22.63,12009700,2024-10-02
22.464,22.709,22.049999,22.43,7146000,2024-10-03
23.0,23.39,22.61,22.89,9715300,2024-10-04
22.75,23.425,22.72,23.32,10007900,2024-10-07
23.47,25.8,23.44,25.61,39241500,2024-10-08
25.49,25.69,24.17,25.65,22201800,2024-10-09
25.5,25.87,24.705,25.5,12990200,2024-10-10
25.75,26.65,25.69,26.27,16868900,2024-10-11
26.9,27.14,26.16,27.0,17233000,2024-10-14
27.135,27.33,25.905,26.8,16466500,2024-10-15
27.040001,27.172,26.565,26.93,12382000,2024-10-16
27.08,27.08,26.086,26.32,11588300,2024-10-17
26.55,27.040001,26.42,26.83,10721200,2024-10-18
26.78,27.105,26.18,26.97,10284200,2024-10-21
26.9,27.6,26.82,27.41,11978800,2024-10-22
27.11,27.386,26.28,26.7,10203200,2024-10-23
26.95,27.33,26.69,27.22,7687300,2024-10-24
27.51,27.75,26.92,27.059999,8752200,2024-10-25
27.935,28.23,27.51,27.88,14670900,2024-10-28
28.25,28.36,27.6,28.030001,13257600,2024-10-29
27.915,28.575,27.55,28.21,26660900,2024-10-30
26.02,26.48,23.15,23.49,45738900,2024-10-31
23.7,24.118,23.0,23.97,21594100,2024-11-01
23.75,24.56,23.54,24.32,15067200,2024-11-04
24.535,25.275,24.42,24.96,12947200,2024-11-05
27.73,30.059999,26.74,29.86,49591600,2024-11-06
29.059999,30.040001,28.67,29.36,24913000,2024-11-07
29.35,30.63,29.21,30.54,22564100,2024-11-08
32.94,34.32,32.23,32.8,43967200,2024-11-11
31.74,33.76,31.46,33.0,26059500,2024-11-12
33.63,34.099998,31.823,31.91,23203600,2024-11-13
32.85,33.0,31.592,32.22,13023400,2024-11-14
32.0099983,32.355,31.26,32.32,17537500,2024-11-15
33.11,35.615,32.9,35.0,36964900,2024-11-18
34.56,36.32,34.0,35.24,27227500,2024-11-19
37.0,38.11,35.72,36.080002,36004100,2024-11-20
37.125,37.125,34.63,35.09,27042400,2024-11-21
34.98,36.835,34.17,36.65,21650100,2024-11-22
39.22,39.74,37.3,37.85,29944600,2024-11-25
37.049999,37.91,36.15,36.42,16612100,2024-11-26
37.51,38.29,37.040001,37.65,15118500,2024-11-27
38.62,39.145,37.51,37.54,13399500,2024-11-29
37.925,38.79,37.52,37.62,16071000,2024-12-02
37.049999,38.705,36.61,38.64,17947600,2024-12-03
39.95,40.57,37.78,40.0,35447100,2024-12-04
42.71,42.76,38.79,38.92,50453500,2024-12-05
39.59,41.71,38.94,41.67,37242700,2024-12-06
41.39,42.09,39.24,39.54,26493400,2024-12-09
39.81,40.5,37.19,37.36,27808800,2024-12-10
38.5,38.55,37.7,37.84,23327700,2024-12-11
37.38,40.19,35.62,39.33,26270400,2024-12-12
39.41,40.347,38.96,40.2,19794900,2024-12-13
41.02,43.83,40.53,43.2,36584000,2024-12-16
42.31,42.31,40.34,41.63,27260400,2024-12-17
41.44,41.489,36.64,37.080002,33565200,2024-12-18
38.48,38.68,36.21,36.94,25513100,2024-12-19
35.11,38.475,34.02,38.33,29109100,2024-12-20
37.92,38.5,37.080002,37.5,16662300,2024-12-23
38.0,39.59,37.69,39.58,10144500,2024-12-24
39.34,40.465,38.8,40.38,11874900,2024-12-26
40.25,40.44,38.22,39.02,14388800,2024-12-27
37.81,38.96,37.45,38.28,12749600,2024-12-30
38.95,39.099998,37.029999,37.26,14168100,2024-12-31
38.54,39.7,37.35,39.44,18993300,2025-01-02
39.78,41.38,39.023998,41.35,19978800,2025-01-03
42.11,43.12,41.46,42.71,22219300,2025-01-06
42.33,43.188,39.865,40.56,17649200,2025-01-07
40.255,40.83,39.21,40.81,14022200,2025-01-08
40.07,40.53,38.78,40.080002,13972900,2025-01-10
39.0099983,39.797,38.42,39.59,13763100,2025-01-13
41.8,43.77,41.28,41.76,32498800,2025-01-14
43.99,46.22,43.643,45.56,32265300,2025-01-15
45.61,46.85,45.25,46.080002,18649700,2025-01-16
47.74,49.27,46.97,48.15,35226600,2025-01-17
49.93,50.64,48.15,50.0,29947100,2025-01-21
50.21,51.09,49.72,50.16,20153200,2025-01-22
49.39,50.91,49.26,50.36,16838700,2025-01-23
50.91,52.060001,50.6,51.12,19901100,2025-01-24
48.33,50.145,46.66,47.74,29648700,2025-01-27
47.898,49.8,47.011002,49.4,17600400,2025-01-28
48.82,51.71,48.6,51.15,17767600,2025-01-29
51.96,53.51,51.066002,53.0,16825700,2025-01-30
53.26,53.49,51.635,51.95,14361200,2025-01-31
48.49,52.32,48.080002,51.9,19031800,2025-02-03
52.0,53.31,51.54,52.58,17469600,2025-02-04
52.32,54.33,52.21,54.2,16616600,2025-02-05
54.8,54.88,52.16,53.17,15893900,2025-02-06
54.39,55.98,54.11,55.86,25050300,2025-02-07
57.18,57.27,55.55,56.27,23555900,2025-02-10
55.9,55.99,53.28,53.34,24210900,2025-02-11
53.17,56.74,52.65,55.91,48482700,2025-02-12
62.09,66.91,61.2,63.8,77989700,2025-02-13
63.305,66.080002,61.721,65.28,39353300,2025-02-14
65.21,65.578,59.901,60.44,42371200,2025-02-18
61.09,61.911,58.65,59.23,26252600,2025-02-19
59.09,59.099998,54.23,56.060001,36348800,2025-02-20
57.87,57.87,51.44,51.6,33697500,2025-02-21
52.24,52.56,47.97,49.93,40671100,2025-02-24
47.51,48.84,44.02,45.92,59731300,2025-02-25
47.31,50.52,46.54,48.85,43151500,2025-02-26
51.76,52.93,48.42,48.78,48033000,2025-02-27
48.185,51.17,47.41,50.099998,46083500,2025-02-28
54.72,54.84,46.68,46.89,52710100,2025-03-03
45.19,48.27,42.14,46.22,62405400,2025-03-04
46.7,48.29,44.92,48.12,33830100,2025-03-05
46.23,48.79,44.66,44.84,40627600,2025-03-06
43.64,45.37,40.95,44.42,53582200,2025-03-07
40.925,41.197,35.23,35.63,89410600,2025-03-10
36.195,38.35,35.57,36.36,69609300,2025-03-11
38.99,39.671,36.851,38.92,50844300,2025-03-12
38.27,38.68,35.91,36.02,47786300,2025-03-13
37.4,39.46,37.0099983,39.24,37821400,2025-03-14
39.35,42.92,38.96,42.02,45895500,2025-03-17
40.8,41.56,38.85,40.099998,44644600,2025-03-18
40.775,43.84,40.176,42.8,56447100,2025-03-19
42.2,44.24,41.93,43.66,49146600,2025-03-20
41.95,44.73,41.5,44.36,43674200,2025-03-21
46.4,48.99,46.099998,48.36,50762000,2025-03-24
48.75,49.88,47.2,48.15,43367900,2025-03-25
47.98,48.0,43.8,44.73,44462500,2025-03-26
44.11,45.59,43.24,43.99,51945500,2025-03-27
42.69,43.07,40.57,41.92,44330400,2025-03-28
39.775,41.95,38.838,41.62,40954800,2025-03-31
41.8,43.37,40.61,42.16,42942700,2025-04-01
40.69,43.599,40.55,42.68,44551400,2025-04-02
37.975,39.89,37.44,38.26,62216600,2025-04-03
35.625,36.25,31.59,34.51,80694700,2025-04-04
30.673,37.108,29.66,35.41,81135600,2025-04-07
37.135,37.85,33.084999,34.17,63299900,2025-04-08
33.71,42.68,33.55,42.21,88299900,2025-04-09
40.3,42.13,37.78,40.51,64055500,2025-04-10
40.735,43.79,40.080002,43.68,51352100,2025-04-11
45.0099983,45.09,42.51,44.14,45143500,2025-04-14
44.19,45.56,43.687,44.080002,30788300,2025-04-15
41.86,43.14,40.07,40.66,46736500,2025-04-16
41.029999,41.75,40.12,41.18,23940000,2025-04-17
40.73,41.559,39.21,39.85,27727700,2025-04-21
41.029999,43.37,40.812,42.09,39232000,2025-04-22
45.3,47.22,44.27,44.66,48982800,2025-04-23
45.09,48.28,44.96,48.15,42991300,2025-04-24
48.9,49.99,48.48,49.45,34624100,2025-04-25
50.52,51.07,47.74,48.93,35081000,2025-04-28
49.44,49.88,48.46,49.37,28708400,2025-04-29
46.41,49.9,46.18,49.11,49380900,2025-04-30
51.125,51.3,46.53,46.62,88530700,2025-05-01
46.775,50.07,46.71,48.59,59187300,2025-05-02
47.21,48.34,45.56,48.049999,37137900,2025-05-05
46.325,48.88,45.825,48.69,31103100,2025-05-06
48.85,50.51,48.32,49.99,38651800,2025-05-07
51.729,54.84,51.61,54.07,49440000,2025-05-08
54.94,56.315,53.742,54.65,44325500,2025-05-09
59.18,59.33,55.889,57.43,41385900,2025-05-12
58.92,63.415,58.82,62.57,57297900,2025-05-13
62.375,63.78,61.09,61.39,41568200,2025-05-14
60.305,60.83,57.68,60.68,36789200,2025-05-15
60.905,62.14,60.46,61.76,24538700,2025-05-16
59.855,64.36,59.68,64.27,34290800,2025-05-19
64.040001,65.28,63.35,64.91,31331800,2025-05-20
64.059998,66.89,63.32,63.86,40230100,2025-05-21
64.89,65.875,63.75,64.77,27235000,2025-05-22
62.85,64.46,62.632,63.17,28585500,2025-05-23
64.96,67.13,63.83,66.019997,29735900,2025-05-27
66.14,66.61,64.81,65.14,17994200,2025-05-28
66.325,66.535,63.63,63.95,21419800,2025-05-29
63.59,66.49,62.92,66.15,35691700,2025-05-30
66.029999,68.2,65.38,67.98,30252600,2025-06-02
69.9,72.72,69.059998,71.72,43343500,2025-06-03
72.96,73.0,71.13,72.27,31915100,2025-06-04
73.55,76.75,71.2,72.51,64664700,2025-06-05
74.6,77.8,73.099998,74.88,66229100,2025-06-06
72.059998,73.73,68.56,73.4,65748800,2025-06-09
73.24,74.64,70.75,72.51,39178600,2025-06-10
73.050003,75.39,72.32,74.88,34056700,2025-06-11
73.526,75.59,73.23,73.84,22611100,2025-06-12
72.0,74.82,71.69,72.6,27789300,2025-06-13
73.7,76.88,73.36,76.75,27114900,2025-06-16
76.11,77.050003,72.86,74.95,26677500,2025-06-17
75.17,78.74,74.54,78.35,36185600,2025-06-18
78.47,79.38,75.79,78.5,37245800,2025-06-20
77.86,79.044998,74.39,76.35,35289900,2025-06-23
77.9,82.27,76.83,82.010002,42266600,2025-06-24
84.94,85.55,81.9,82.75,38974900,2025-06-25
83.41,84.8,82.53,84.52,25222500,2025-06-26
84.655,84.88,81.92,83.029999,37005900,2025-06-27
85.65,94.24,85.5,93.63,101945000,2025-06-30
95.012001,99.18,89.7,92.33,121171500,2025-07-01
91.25,100.88,90.9,97.98,113204200,2025-07-02
95.49,95.65,92.11,94.4,56373800,2025-07-03
93.59,95.7,91.25,93.46,49466000,2025-07-07
95.4,98.040001,90.7,91.27,59808300,2025-07-08
92.91,94.65,91.741,94.54,42206400,2025-07-09
95.9,98.76,93.541,98.7,50119500,2025-07-10
97.5,101.5,97.33,98.34,60338900,2025-07-11
100.87,101.89,98.9,99.96,47356300,2025-07-14
99.010002,101.26,97.16,99.54,45879400,2025-07-15
100.019997,104.62,99.7,103.25,54557800,2025-07-16
103.535,106.64,102.72,105.45,39114400,2025-07-17
109.75,113.439,106.95,109.74,74033300,2025-07-18
109.0,110.31,104.07,104.34,46430600,2025-07-21
103.71,105.93,98.75,101.85,44667400,2025-07-22
102.13,102.68,100.54,102.080002,33805200,2025-07-23
103.0,103.040001,100.32,101.93,26698100,2025-07-24
101.545,106.39,101.050003,104.85,35637800,2025-07-25
105.84,107.13,104.66,106.77,30578400,2025-07-28
106.61,107.42,103.0,103.32,30568000,2025-07-29
103.85,107.46,103.35,106.099998,39913500,2025-07-30
103.865,109.059998,101.07,103.050003,58057600,2025-07-31
97.8,104.59,93.36,99.9,76745100,2025-08-01
101.229,106.79,97.153,106.37,46466000,2025-08-04
105.97,107.3,103.22,105.46,33460900,2025-08-05
104.505,105.9,101.18,105.65,33023500,2025-08-06
107.89,112.634,107.4,111.23,44736000,2025-08-07
111.5,117.0,110.9,114.63,41905700,2025-08-08
116.22,117.47,113.39,113.62,36942300,2025-08-11
115.040001,117.7,113.18,114.089996,31461900,2025-08-12
115.65,116.4,107.28,108.62,54719700,2025-08-13
107.88,111.46,106.31,110.71,34395300,2025-08-14
110.73,114.36,108.61,114.17,32215900,2025-08-15
113.0,115.089996,109.78,115.019997,35579200,2025-08-18
116.12,117.46,106.5,107.5,49635700,2025-08-19
106.665,107.98,99.0,105.34,56515300,2025-08-20
105.029999,108.21,104.35,106.3,34679000,2025-08-21
105.53,111.883,103.8,109.32,39922200,2025-08-22
108.49,109.85,105.95,107.94,29478100,2025-08-25
106.85,109.36,105.12,108.8,27361000,2025-08-26
108.69,109.27,102.81,102.92,35942700,2025-08-27
104.0,105.4,102.76,103.69,26059100,2025-08-28
102.84,104.4,101.93,104.029999,22269200,2025-08-29
100.34,101.9,97.9,100.84,40899100,2025-09-02
101.59,102.69,99.41,100.82,24194800,2025-09-03
100.75,104.75,100.6,102.91,30626300,2025-09-04
104.98,106.029999,95.66,101.25,62538400,2025-09-05
110.63,117.3,110.12,117.28,102382400,2025-09-08
116.53,118.7,113.76,118.5,51536300,2025-09-09
120.83,123.44,116.69,117.46,46671200,2025-09-10
117.88,121.69,117.37,117.75,35760900,2025-09-11
117.93,118.57,114.050003,115.029999,37245800,2025-09-12
115.345,116.53,112.425,114.83,36787500,2025-09-15
115.059998,118.13,113.79,117.38,36628500,2025-09-16
117.089996,119.13,114.89,118.64,34516600,2025-09-17
120.080002,124.36,119.859,120.91,35865100,2025-09-18
121.7,125.18,121.0,124.78,202388400,2025-09-19
123.625,126.64,122.2,124.89,33482600,2025-09-22
125.41,127.78,124.07,126.2,28923500,2025-09-23
127.515,130.070007,125.0,126.8,26956400,2025-09-24
123.33,125.8,120.62,122.65,32876000,2025-09-25
124.18,125.059998,120.46,121.78,25714800,2025-09-26
123.78,136.84,123.78,136.72,62109900,2025-09-29
135.67,143.62,135.57001,143.17999,50851200,2025-09-30
141.25999,143.17,137.78,139.14,34759600,2025-10-01
142.78,146.7,140.14999,145.7,34579900,2025-10-02
146.82001,150.21001,145.23,148.67,34469300,2025-10-03
152.925,153.81,146.67,147.91,737284,2025-10-06
