date,open,high,low,close,volume
2018-11-08,89.29000091552734,89.29000091552734,89.01000213623047,89.01000213623047,25
2018-11-09,89.01000213623047,89.01000213623047,89.01000213623047,89.01000213623047,0
2018-11-12,89.01000213623047,89.01000213623047,89.01000213623047,89.01000213623047,0
2018-11-13,89.01000213623047,89.01000213623047,89.01000213623047,89.01000213623047,0
2018-11-14,89.01000213623047,89.01000213623047,89.01000213623047,89.01000213623047,0
2018-11-15,89.01000213623047,89.01000213623047,89.01000213623047,89.01000213623047,0
2018-11-16,86.51000213623047,86.51000213623047,86.05000305175781,86.05000305175781,1090
2018-11-19,86.05000305175781,86.05000305175781,86.05000305175781,86.05000305175781,0
2018-11-20,85.13999938964844,85.13999938964844,83.88999938964844,83.88999938964844,220
2018-11-21,84.81999969482422,85.12999725341797,84.4800033569336,85.12999725341797,206
2018-11-22,83.93000030517578,84.33999633789062,83.93000030517578,84.33999633789062,36
2018-11-23,84.33999633789062,84.33999633789062,84.33999633789062,84.33999633789062,0
2018-11-26,87.18000030517578,87.23999786376953,87.0999984741211,87.0999984741211,2407
2018-11-27,86.62999725341797,87.12999725341797,86.41000366210938,86.6500015258789,1236
2018-11-28,87.0,87.29000091552734,86.66000366210938,86.66000366210938,2536
2018-11-29,86.66000366210938,86.66000366210938,86.66000366210938,86.66000366210938,0
2018-11-30,86.66000366210938,86.66000366210938,86.66000366210938,86.66000366210938,0
2018-12-03,86.66000366210938,86.66000366210938,86.66000366210938,86.66000366210938,0
2018-12-04,86.94000244140625,86.94000244140625,85.38999938964844,85.38999938964844,171
2018-12-05,85.36000061035156,85.45999908447266,84.86000061035156,84.86000061035156,110
2018-12-06,84.86000061035156,84.86000061035156,84.86000061035156,84.86000061035156,0
2018-12-07,84.86000061035156,84.86000061035156,84.86000061035156,84.86000061035156,0
2018-12-10,81.05000305175781,81.05000305175781,79.33000183105469,79.33000183105469,2555
2018-12-11,79.4000015258789,80.12000274658203,79.29000091552734,79.29000091552734,13
2018-12-12,79.29000091552734,79.29000091552734,79.29000091552734,79.29000091552734,0
2018-12-13,83.11000061035156,83.11000061035156,82.4000015258789,82.4000015258789,631
2018-12-14,82.4000015258789,82.4000015258789,82.4000015258789,82.4000015258789,0
2018-12-17,82.4000015258789,82.4000015258789,82.4000015258789,82.4000015258789,0
2018-12-18,79.91999816894531,80.47000122070312,79.83999633789062,79.83999633789062,1311
2018-12-19,80.56999969482422,80.77999877929688,80.18000030517578,80.18000030517578,3053
2018-12-20,78.87999725341797,78.87999725341797,77.5,77.5,1643
2018-12-21,77.25,77.25,75.98999786376953,77.0999984741211,18892
2018-12-27,77.0999984741211,77.0999984741211,77.0999984741211,77.0999984741211,0
2018-12-28,77.0999984741211,77.0999984741211,77.0999984741211,77.0999984741211,0
2019-01-02,75.95999908447266,76.80999755859375,75.70999908447266,76.80999755859375,190
2019-01-03,76.43000030517578,77.33999633789062,76.43000030517578,76.83999633789062,4188
2019-01-04,78.0199966430664,80.30000305175781,77.9800033569336,80.30000305175781,5948
2019-01-07,80.30000305175781,80.30000305175781,80.30000305175781,80.30000305175781,0
2019-01-08,80.9800033569336,81.69999694824219,80.87000274658203,80.87000274658203,3275
2019-01-09,81.3499984741211,81.3499984741211,80.6500015258789,80.6500015258789,1847
2019-01-10,80.6500015258789,80.6500015258789,80.6500015258789,80.6500015258789,0
2019-01-11,81.3499984741211,81.3499984741211,81.02999877929688,81.33000183105469,122
2019-01-14,81.33000183105469,81.33000183105469,81.33000183105469,81.33000183105469,0
2019-01-15,82.0199966430664,82.0199966430664,80.0199966430664,80.87000274658203,61
2019-01-16,81.5,83.5199966430664,81.5,83.5199966430664,350
2019-01-17,82.48999786376953,82.48999786376953,81.95999908447266,81.95999908447266,100
2019-01-18,82.83999633789062,83.63999938964844,82.83999633789062,83.63999938964844,13466
2019-01-21,83.41000366210938,83.41000366210938,82.87000274658203,83.25,6739
2019-01-22,82.37000274658203,82.37000274658203,81.9800033569336,82.26000213623047,6121
2019-01-23,81.94000244140625,83.18000030517578,81.94000244140625,82.97000122070312,1514
2019-01-24,83.38999938964844,84.0199966430664,82.55000305175781,82.55000305175781,540
2019-01-25,83.55000305175781,84.54000091552734,83.4800033569336,84.54000091552734,10238
2019-01-28,84.19000244140625,84.26000213623047,83.36000061035156,83.36000061035156,118
2019-01-29,83.36000061035156,83.36000061035156,83.36000061035156,83.36000061035156,0
2019-01-30,83.4800033569336,83.4800033569336,82.87999725341797,83.1500015258789,59
2019-01-31,83.36000061035156,83.36000061035156,80.62999725341797,80.95999908447266,1033
2019-02-01,80.79000091552734,80.87000274658203,79.44999694824219,79.9800033569336,2834
2019-02-04,80.08000183105469,80.08000183105469,78.83000183105469,79.26000213623047,1455
2019-02-05,79.22000122070312,80.55999755859375,79.22000122070312,80.55999755859375,7026
2019-02-06,80.45999908447266,82.05999755859375,80.18000030517578,82.05999755859375,7664
2019-02-07,82.12000274658203,82.2699966430664,79.51000213623047,79.51000213623047,4396
2019-02-08,79.48999786376953,79.63999938964844,78.69999694824219,78.83999633789062,16299
2019-02-11,79.23999786376953,79.94999694824219,79.23999786376953,79.88999938964844,1332
2019-02-12,80.61000061035156,80.7699966430664,80.1500015258789,80.73999786376953,536
2019-02-13,80.52999877929688,81.22000122070312,80.43000030517578,80.58999633789062,10270
2019-02-14,81.1500015258789,81.1500015258789,79.36000061035156,79.5,6382
2019-02-15,79.02999877929688,82.31999969482422,79.02999877929688,82.31999969482422,1483
2019-02-18,82.5999984741211,83.19999694824219,82.5999984741211,83.04000091552734,2714
2019-02-19,82.72000122070312,82.72000122070312,81.91000366210938,82.61000061035156,4840
2019-02-20,82.70999908447266,83.0999984741211,82.22000122070312,83.0999984741211,193
2019-02-21,83.25,83.25,82.22000122070312,82.22000122070312,180
2019-02-22,82.2699966430664,83.05999755859375,82.23999786376953,82.47000122070312,13728
2019-02-25,83.2699966430664,83.66999816894531,83.2699966430664,83.55999755859375,5090
2019-02-26,82.87999725341797,83.73999786376953,82.87999725341797,83.73999786376953,2313
2019-02-27,83.33999633789062,85.5199966430664,83.33999633789062,85.5199966430664,4968
2019-02-28,85.22000122070312,87.43000030517578,84.83999633789062,87.18000030517578,1822
2019-03-01,87.83000183105469,87.83000183105469,86.80000305175781,86.80000305175781,114
2019-03-04,87.55000305175781,87.55000305175781,86.63999938964844,86.63999938964844,307
2019-03-05,86.8499984741211,87.36000061035156,85.81999969482422,86.0199966430664,1699
2019-03-06,85.58000183105469,86.30999755859375,85.44000244140625,86.30999755859375,2028
2019-03-07,86.30999755859375,86.33999633789062,82.94000244140625,83.33999633789062,20544
2019-03-08,82.19000244140625,82.5999984741211,81.31999969482422,81.7699966430664,8546
2019-03-11,82.25,83.5,82.25,83.44999694824219,1528
2019-03-12,84.33999633789062,84.33999633789062,82.83000183105469,83.13999938964844,3045
2019-03-13,83.26000213623047,84.47000122070312,83.26000213623047,84.37000274658203,1333
2019-03-14,84.77999877929688,85.30999755859375,84.77999877929688,85.02999877929688,3004
2019-03-15,85.05999755859375,85.94999694824219,85.05999755859375,85.94999694824219,4042
2019-03-18,86.41000366210938,87.61000061035156,86.41000366210938,87.4800033569336,4171
2019-03-19,87.5199966430664,88.23999786376953,87.19999694824219,87.54000091552734,7592
2019-03-20,87.52999877929688,87.52999877929688,86.05999755859375,86.05999755859375,3342
2019-03-21,85.36000061035156,85.44999694824219,84.61000061035156,84.61000061035156,13340
2019-03-22,85.19000244140625,85.19000244140625,82.05999755859375,82.1500015258789,4011
2019-03-25,81.44000244140625,82.73999786376953,81.2699966430664,81.87999725341797,2087
2019-03-26,82.16000366210938,82.19000244140625,81.44999694824219,81.4800033569336,3027
2019-03-27,81.45999908447266,84.68000030517578,81.45999908447266,83.19999694824219,16055
2019-03-28,82.83000183105469,82.87999725341797,81.6500015258789,82.19000244140625,3180
2019-03-29,82.80000305175781,82.88999938964844,82.79000091552734,82.88999938964844,180
2019-04-01,83.83000183105469,85.33999633789062,83.7300033569336,85.2699966430664,990
2019-04-02,85.30999755859375,85.43000030517578,84.83999633789062,85.38999938964844,1276
2019-04-03,86.51000213623047,87.02999877929688,86.37000274658203,86.86000061035156,582
2019-04-04,86.66999816894531,87.38999938964844,86.37999725341797,87.38999938964844,684
2019-04-05,87.54000091552734,87.54000091552734,87.13999938964844,87.13999938964844,147
2019-04-08,87.30000305175781,87.30000305175781,86.41000366210938,86.73999786376953,798
2019-04-09,86.62000274658203,87.56999969482422,86.48999786376953,86.83000183105469,4845
2019-04-10,87.1500015258789,87.37999725341797,86.0,86.30000305175781,741
2019-04-11,86.62000274658203,88.08999633789062,86.12999725341797,87.70999908447266,3618
2019-04-12,87.19999694824219,90.66999816894531,87.05000305175781,90.1500015258789,41407
2019-04-15,90.9800033569336,91.5199966430664,90.4800033569336,90.58000183105469,6991
2019-04-16,90.80000305175781,91.63999938964844,90.55999755859375,91.5,6182
2019-04-17,91.68000030517578,92.69999694824219,91.68000030517578,92.41999816894531,3409
2019-04-18,92.5,92.5,91.19000244140625,92.41000366210938,3517
2019-04-23,92.04000091552734,92.04000091552734,90.7699966430664,90.91000366210938,927
2019-04-24,90.23999786376953,90.55000305175781,89.2300033569336,89.36000061035156,1460
2019-04-25,88.91999816894531,89.23999786376953,88.7300033569336,89.05999755859375,6390
2019-04-26,88.83000183105469,89.69999694824219,88.79000091552734,89.44000244140625,4277
2019-04-29,90.0999984741211,90.97000122070312,89.80000305175781,90.97000122070312,9783
2019-04-30,90.2699966430664,90.80000305175781,90.19000244140625,90.63999938964844,1939
2019-05-02,90.5199966430664,91.52999877929688,89.83999633789062,90.37999725341797,2666
2019-05-03,90.62000274658203,91.05000305175781,89.94000244140625,90.13999938964844,1696
2019-05-06,88.04000091552734,88.7699966430664,87.70999908447266,88.7699966430664,7966
2019-05-07,88.69000244140625,88.80000305175781,86.52999877929688,86.6500015258789,10027
2019-05-08,86.41000366210938,86.91000366210938,85.66999816894531,86.80000305175781,3775
2019-05-09,85.69999694824219,85.69999694824219,84.3499984741211,84.41999816894531,2722
2019-05-10,85.33999633789062,85.55000305175781,84.37999725341797,84.55000305175781,3498
2019-05-13,84.12999725341797,84.12999725341797,82.8499984741211,82.8499984741211,3683
2019-05-14,83.52999877929688,84.0199966430664,82.83000183105469,84.0199966430664,1995
2019-05-15,83.44000244140625,83.44999694824219,82.23999786376953,83.31999969482422,7570
2019-05-16,82.80999755859375,84.91999816894531,82.80999755859375,84.91999816894531,1527
2019-05-17,84.22000122070312,84.44000244140625,83.5,83.95999908447266,318
2019-05-20,83.7699966430664,84.08000183105469,82.55000305175781,82.61000061035156,11866
2019-05-21,83.25,83.41999816894531,82.68000030517578,83.22000122070312,5800
2019-05-22,83.12999725341797,83.16999816894531,81.86000061035156,81.94999694824219,904
2019-05-23,81.33999633789062,81.55000305175781,80.16999816894531,80.77999877929688,38830
2019-05-24,81.30999755859375,81.91000366210938,81.30999755859375,81.38999938964844,4462
2019-05-27,82.19000244140625,82.44999694824219,81.22000122070312,81.48999786376953,5961
2019-05-28,81.16999816894531,81.23999786376953,80.69000244140625,81.16999816894531,2027
2019-05-29,80.48999786376953,80.70999908447266,80.01000213623047,80.56999969482422,18484
2019-05-30,81.5999984741211,81.8499984741211,81.0199966430664,81.20999908447266,5581
2019-05-31,79.86000061035156,79.91999816894531,79.45999908447266,79.86000061035156,6556
2019-06-03,79.08000183105469,79.62999725341797,78.76000213623047,79.48999786376953,12650
2019-06-04,79.27999877929688,81.79000091552734,79.27999877929688,81.70999908447266,6576
2019-06-05,81.61000061035156,81.75,80.63999938964844,80.94999694824219,6942
2019-06-06,80.68000030517578,82.04000091552734,79.6500015258789,79.69999694824219,19229
2019-06-07,79.97000122070312,80.23999786376953,79.08999633789062,79.68000030517578,7004
2019-06-11,80.88999938964844,81.54000091552734,80.80999755859375,80.94999694824219,5266
2019-06-12,80.36000061035156,80.36000061035156,79.69000244140625,80.0999984741211,310
2019-06-13,79.72000122070312,80.2699966430664,79.2300033569336,79.93000030517578,9240
2019-06-14,79.52999877929688,79.54000091552734,79.0999984741211,79.37999725341797,124
2019-06-17,79.97000122070312,80.0199966430664,79.29000091552734,79.29000091552734,1310
2019-06-18,78.91999816894531,80.62999725341797,78.26000213623047,80.52999877929688,14699
2019-06-19,80.91999816894531,81.88999938964844,80.51000213623047,81.88999938964844,8006
2019-06-20,81.95999908447266,82.27999877929688,80.41999816894531,80.41999816894531,5036
2019-06-21,80.94999694824219,81.37000274658203,79.97000122070312,80.0999984741211,8241
2019-06-24,80.23999786376953,80.33999633789062,79.55999755859375,79.56999969482422,4039
2019-06-25,78.83999633789062,79.22000122070312,78.66999816894531,79.13999938964844,2223
2019-06-26,79.22000122070312,80.55999755859375,79.22000122070312,80.3499984741211,12795
2019-06-27,81.27999877929688,81.58999633789062,80.69000244140625,80.87999725341797,6102
2019-06-28,81.20999908447266,81.56999969482422,81.01000213623047,81.56999969482422,443
2019-07-01,82.83000183105469,83.0199966430664,81.9000015258789,81.94000244140625,4488
2019-07-02,81.9800033569336,81.9800033569336,80.79000091552734,81.5199966430664,10183
2019-07-03,81.25,83.51000213623047,81.05000305175781,83.51000213623047,3101
2019-07-04,83.73999786376953,85.04000091552734,83.73999786376953,84.97000122070312,6260
2019-07-05,85.2300033569336,85.93000030517578,84.37999725341797,85.16999816894531,18002
2019-07-08,85.05999755859375,85.61000061035156,83.33999633789062,83.93000030517578,10683
2019-07-09,83.11000061035156,83.19999694824219,82.33999633789062,83.11000061035156,5875
2019-07-10,83.30999755859375,84.7300033569336,83.30999755859375,83.66000366210938,1224
2019-07-11,83.9000015258789,84.12999725341797,83.25,84.0999984741211,1555
2019-07-12,84.73999786376953,84.9800033569336,84.0,84.0,10603
2019-07-15,84.2300033569336,84.5999984741211,83.83999633789062,84.04000091552734,12998
2019-07-16,84.37000274658203,85.2699966430664,84.3499984741211,85.16000366210938,446
2019-07-17,84.88999938964844,85.0,83.56999969482422,83.66999816894531,901
2019-07-18,82.95999908447266,83.69000244140625,82.4000015258789,83.0999984741211,3024
2019-07-19,83.44999694824219,83.44999694824219,81.51000213623047,81.7699966430664,372
2019-07-22,81.54000091552734,81.98999786376953,81.2699966430664,81.58999633789062,361
2019-07-23,82.31999969482422,83.56999969482422,82.31999969482422,83.56999969482422,403
2019-07-24,83.44000244140625,83.61000061035156,82.75,83.61000061035156,825
2019-07-25,84.12000274658203,85.7699966430664,83.2300033569336,83.63999938964844,13194
2019-07-26,83.22000122070312,83.37000274658203,82.81999969482422,82.93000030517578,12550
2019-07-29,82.7699966430664,82.97000122070312,82.19999694824219,82.19999694824219,6116
